device_price,device_brand,device_ram,device_storage,sap_sentinel_price
536000,Samsung,12,256,66000.0
620000,Samsung,12,256,70000.0
398500,Samsung,8,128,55000.0
409500,Samsung,8,128,52000.0
409500,Samsung,8,128,52000.0
450000,Samsung,8,128,52000.0
69500,Samsung,2,32,10000.0
75000,Samsung,2,32,11000.0
69500,Samsung,2,32,15000.0
69500,Samsung,2,32,20000.0
139000,Samsung,6,128,19000.0
139000,Samsung,6,128,19000.0
139000,Samsung,6,128,19000.0
139900,Samsung,6,128,19000.0
139900,Samsung,6,128,19000.0
189000,Samsung,6,128,19000.0
140000,Samsung,6,128,19000.0
139000,Samsung,6,128,19000.0
140000,Samsung,6,128,19000.0
139900,Samsung,6,128,19000.0
139000,Samsung,6,128,19000.0
139000,Samsung,6,128,19000.0
139000,Samsung,6,128,19000.0
139500,Samsung,6,128,19000.0
139500,Samsung,6,128,19000.0
144000,Samsung,6,128,19000.0
144000,Samsung,6,128,19000.0
144000,Samsung,6,128,19000.0
146000,Samsung,6,128,19000.0
155000,Samsung,6,128,19000.0
145000,Samsung,6,128,19000.0
147600,Samsung,6,128,19000.0
175000,Samsung,6,128,19000.0
170000,Samsung,6,128,19000.0
155000,Samsung,6,128,19000.0
155000,Samsung,6,128,19000.0
159500,Samsung,6,128,19000.0
160000,Samsung,6,128,19000.0
147600,Samsung,6,128,19000.0
159500,Samsung,6,128,19000.0
159500,Samsung,6,128,19000.0
147600,Samsung,6,128,19000.0
162500,Samsung,6,128,19000.0
162500,Samsung,6,128,19000.0
175000,Samsung,6,128,19000.0
170000,Samsung,6,128,23000.0
170000,Samsung,6,128,23000.0
171900,Samsung,6,128,23000.0
205000,Samsung,6,128,23000.0
230000,Samsung,6,128,23000.0
170900,Samsung,6,128,23000.0
205000,Samsung,6,128,23000.0
205000,Samsung,6,128,23000.0
180000,Samsung,6,128,23000.0
170900,Samsung,6,128,23000.0
185000,Samsung,6,128,23000.0
170900,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
170000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
180000,Samsung,6,128,23000.0
180000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
179000,Samsung,6,128,23000.0
179000,Samsung,6,128,23000.0
170000,Samsung,6,128,23000.0
200000,Samsung,6,128,23000.0
145000,Samsung,6,128,23000.0
179000,Samsung,6,128,23000.0
170900,Samsung,6,128,23000.0
179000,Samsung,6,128,23000.0
185000,Samsung,6,128,23000.0
230000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
215000,Samsung,6,128,26000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
185000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,30000.0
179000,Samsung,6,128,23000.0
185000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
230000,Samsung,6,128,23000.0
171000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,34000.0
189000,Samsung,6,128,34000.0
189000,Samsung,6,128,34000.0
185000,Samsung,6,128,34000.0
185000,Samsung,6,128,34000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
190000,Samsung,6,128,23000.0
185000,Samsung,6,128,23000.0
197000,Samsung,6,128,23000.0
199000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
179000,Samsung,6,128,23000.0
165900,Samsung,6,128,23000.0
179000,Samsung,6,128,23000.0
170900,Samsung,6,128,23000.0
193000,Samsung,6,128,23000.0
179000,Samsung,6,128,23000.0
179000,Samsung,6,128,23000.0
177500,Samsung,6,128,23000.0
189000,Samsung,6,128,23000.0
189000,Samsung,6,128,29000.0
192000,Samsung,6,128,29000.0
208000,Samsung,6,128,29000.0
190000,Samsung,6,128,27000.0
52000,Samsung,3,32,10000.0
52000,Samsung,3,32,10000.0
52000,Samsung,3,32,12000.0
258000,Samsung,6,128,35000.0
276000,Samsung,6,128,35000.0
265000,Samsung,6,128,35000.0
260000,Samsung,6,128,36000.0
269000,Samsung,6,128,36000.0
275000,Samsung,6,128,36000.0
270000,Samsung,6,128,36000.0
265000,Samsung,6,128,36000.0
278000,Samsung,6,128,36000.0
278000,Samsung,6,128,36000.0
278000,Samsung,6,128,36000.0
278000,Samsung,6,128,36000.0
273000,Samsung,6,128,36000.0
248000,Samsung,6,128,36000.0
253000,Samsung,6,128,36000.0
290000,Samsung,6,128,40000.0
295000,Samsung,6,128,40000.0
300000,Samsung,6,128,40000.0
300000,Samsung,6,128,40000.0
73000,Samsung,3,32,12000.0
67200,Samsung,3,32,10000.0
72000,Samsung,3,32,10000.0
72000,Samsung,3,32,10000.0
72000,Samsung,3,32,10000.0
72000,Samsung,3,32,10000.0
72000,Samsung,3,32,10000.0
68300,Samsung,3,32,10000.0
72000,Samsung,3,32,10000.0
72000,Samsung,3,32,10000.0
72000,Samsung,3,32,10000.0
68500,Samsung,3,32,11000.0
67000,Samsung,3,32,11000.0
91000,Samsung,3,32,11000.0
67000,Samsung,3,32,11000.0
66500,Samsung,3,32,11000.0
73000,Samsung,3,32,11000.0
68500,Samsung,3,32,11000.0
67000,Samsung,3,32,11000.0
75000,Samsung,3,32,11000.0
69000,Samsung,3,32,11000.0
68500,Samsung,3,32,11000.0
68500,Samsung,3,32,11000.0
68500,Samsung,3,32,11000.0
68500,Samsung,3,32,11000.0
68500,Samsung,3,32,11000.0
73000,Samsung,3,32,11000.0
74000,Samsung,3,32,11000.0
74000,Samsung,3,32,11000.0
74000,Samsung,3,32,11000.0
77000,Samsung,3,32,11000.0
68500,Samsung,3,32,11000.0
70000,Samsung,3,32,11000.0
74000,Samsung,3,32,11000.0
69000,Samsung,3,32,11000.0
74000,Samsung,3,32,11000.0
74000,Samsung,3,32,11000.0
68500,Samsung,3,32,11000.0
74000,Samsung,3,32,11000.0
74000,Samsung,3,32,11000.0
68500,Samsung,3,32,11000.0
68500,Samsung,3,32,11000.0
68500,Samsung,3,32,11000.0
68500,Samsung,3,32,11000.0
75000,Samsung,3,32,11000.0
75800,Samsung,3,32,11000.0
78500,Samsung,3,32,11000.0
70000,Samsung,3,32,11000.0
75000,Samsung,3,32,11000.0
75800,Samsung,3,32,11000.0
70200,Samsung,3,32,11000.0
75800,Samsung,3,32,11000.0
75800,Samsung,3,32,11000.0
73200,Samsung,3,32,12000.0
73200,Samsung,3,32,12000.0
93000,Samsung,3,32,12000.0
89000,Samsung,3,32,12000.0
88800,Samsung,3,32,12000.0
82500,Samsung,3,32,12000.0
82500,Samsung,3,32,12000.0
82500,Samsung,3,32,12000.0
88800,Samsung,3,32,12000.0
82500,Samsung,3,32,12000.0
88800,Samsung,3,32,12000.0
88800,Samsung,3,32,12000.0
85000,Samsung,3,32,12000.0
82500,Samsung,3,32,12000.0
82500,Samsung,3,32,12000.0
89000,Samsung,3,32,12000.0
89500,Samsung,3,32,12000.0
89500,Samsung,3,32,15000.0
89500,Samsung,3,32,15000.0
72000,Samsung,4,128,10000.0
72000,Samsung,4,128,10000.0
72000,Samsung,4,128,10000.0
67000,Samsung,4,128,10000.0
72000,Samsung,4,128,10000.0
72000,Samsung,4,128,10000.0
88800,Samsung,4,128,18000.0
72000,Samsung,4,128,10000.0
72000,Samsung,4,128,10000.0
72000,Samsung,4,128,10000.0
67000,Samsung,4,128,10000.0
72000,Samsung,4,128,10000.0
72000,Samsung,4,128,10000.0
72000,Samsung,4,128,11000.0
72000,Samsung,4,128,11000.0
78000,Samsung,4,128,11000.0
73000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
72000,Samsung,4,128,11000.0
72000,Samsung,4,128,11000.0
75000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
80000,Samsung,4,128,11000.0
73000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
78000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
75000,Samsung,4,128,11000.0
79000,Samsung,4,128,11000.0
77000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
75500,Samsung,4,128,11000.0
75000,Samsung,4,128,11000.0
75000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
74000,Samsung,4,128,11000.0
77000,Samsung,4,128,11000.0
76500,Samsung,4,128,11000.0
80000,Samsung,4,128,11000.0
75000,Samsung,4,128,11000.0
76500,Samsung,4,128,11000.0
77000,Samsung,4,128,11000.0
75800,Samsung,4,128,11000.0
75800,Samsung,4,128,11000.0
75800,Samsung,4,128,11000.0
85000,Samsung,4,128,18000.0
75800,Samsung,4,128,11000.0
73000,Samsung,4,128,11000.0
75000,Samsung,4,128,11000.0
78500,Samsung,4,128,11000.0
78500,Samsung,4,128,11000.0
75800,Samsung,4,128,11000.0
77000,Samsung,4,128,11000.0
77000,Samsung,4,128,11000.0
75800,Samsung,4,128,11000.0
74800,Samsung,4,128,11000.0
80000,Samsung,4,128,11000.0
75800,Samsung,4,128,11000.0
76000,Samsung,4,128,11000.0
73500,Samsung,4,128,12000.0
78800,Samsung,4,128,12000.0
78900,Samsung,4,128,12000.0
78900,Samsung,4,128,12000.0
78900,Samsung,4,128,12000.0
82000,Samsung,4,128,18000.0
83300,Samsung,4,128,18000.0
83000,Samsung,4,128,18000.0
83300,Samsung,4,128,18000.0
83300,Samsung,4,128,18000.0
83300,Samsung,4,128,18000.0
83500,Samsung,4,128,18000.0
83300,Samsung,4,128,18000.0
83000,Samsung,4,128,18000.0
83300,Samsung,4,128,18000.0
83300,Samsung,4,128,18000.0
83300,Samsung,4,128,18000.0
82300,Samsung,4,128,18000.0
83000,Samsung,4,128,18000.0
85000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89800,Samsung,4,128,18000.0
112000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
86000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
87500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
86000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
90000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
85000,Samsung,4,128,18000.0
83300,Samsung,4,128,18000.0
83800,Samsung,4,128,18000.0
83500,Samsung,4,128,18000.0
85000,Samsung,4,128,18000.0
117000,Samsung,4,128,18000.0
83500,Samsung,4,128,18000.0
83800,Samsung,4,128,18000.0
87500,Samsung,4,128,18000.0
84500,Samsung,4,128,18000.0
83800,Samsung,4,128,18000.0
83800,Samsung,4,128,18000.0
85000,Samsung,4,128,18000.0
84500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
111200,Samsung,4,128,18000.0
83800,Samsung,4,128,18000.0
83800,Samsung,4,128,18000.0
86000,Samsung,4,128,18000.0
83800,Samsung,4,128,18000.0
84000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
83800,Samsung,4,128,18000.0
82500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
83800,Samsung,4,128,18000.0
77500,Samsung,4,128,12000.0
89500,Samsung,4,128,18000.0
83800,Samsung,4,128,18000.0
83800,Samsung,4,128,18000.0
78500,Samsung,4,128,12000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
83800,Samsung,4,128,18000.0
90000,Samsung,4,128,18000.0
82500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
77500,Samsung,4,128,12000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
82500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
112000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
81500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
92300,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
87800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
90000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
112400,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
94000,Samsung,4,128,18000.0
91000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
79000,Samsung,4,128,12000.0
88800,Samsung,4,128,18000.0
79900,Samsung,4,128,12000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
86000,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89000,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
87500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
86000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
91500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
90000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
90000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
87500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
82500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
85500,Samsung,4,128,18000.0
85500,Samsung,4,128,18000.0
85500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
86000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88000,Samsung,4,128,18000.0
86000,Samsung,4,128,18000.0
89500,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
83400,Samsung,4,128,18000.0
88800,Samsung,4,128,18000.0
86800,Samsung,4,128,18000.0
118000,Samsung,4,128,18000.0
59000,Samsung,4,64,10000.0
67000,Samsung,4,64,10000.0
59000,Samsung,4,64,10000.0
59000,Samsung,4,64,10000.0
60000,Samsung,4,64,10000.0
60000,Samsung,4,64,10000.0
53500,Samsung,4,64,10000.0
53500,Samsung,4,64,10000.0
60000,Samsung,4,64,10000.0
53500,Samsung,4,64,10000.0
60000,Samsung,4,64,10000.0
60000,Samsung,4,64,10000.0
60000,Samsung,4,64,10000.0
60000,Samsung,4,64,10000.0
54300,Samsung,4,64,10000.0
54300,Samsung,4,64,10000.0
61100,Samsung,4,64,10000.0
61100,Samsung,4,64,10000.0
53300,Samsung,4,64,10000.0
55000,Samsung,4,64,10000.0
62200,Samsung,4,64,10000.0
68300,Samsung,4,64,12000.0
68300,Samsung,4,64,12000.0
42500,Samsung,3,32,10000.0
39500,Samsung,3,32,10000.0
47500,Samsung,3,32,10000.0
55500,Samsung,3,32,10000.0
45300,Samsung,3,32,10000.0
55500,Samsung,3,32,10000.0
60800,Samsung,3,32,12000.0
62000,Samsung,3,32,12000.0
401000,Samsung,12,256,50000.0
401000,Samsung,12,256,50000.0
401000,Samsung,12,256,50000.0
366000,Samsung,12,256,50000.0
559000,Samsung,12,256,55000.0
420000,Samsung,12,256,55000.0
420000,Samsung,12,256,55000.0
463000,Samsung,12,256,60000.0
497000,Samsung,12,256,60000.0
479000,Samsung,12,256,60000.0
470000,Samsung,12,128,60000.0
470000,Samsung,12,128,60000.0
470000,Samsung,12,128,60000.0
670000,Samsung,12,128,60000.0
445000,Samsung,12,128,60000.0
470000,Samsung,12,128,60000.0
380000,Samsung,12,128,60000.0
470000,Samsung,12,128,60000.0
380000,Samsung,12,128,60000.0
400000,Samsung,12,128,64000.0
470000,Samsung,12,128,64000.0
562000,Samsung,12,128,70000.0
950000,Samsung,12,256,115000.0
895000,Samsung,12,256,115000.0
895000,Samsung,12,256,117000.0
