device_price,screen_price,device_brand,device_ram,device_storage,sld_sentinel_price
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
156400,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
127700,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
125200,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
125200,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
125500,50000.0,Samsung,4,128,7000.0
125200,50000.0,Samsung,4,128,7000.0
125500,50000.0,Samsung,4,128,7000.0
125000,50000.0,Samsung,4,128,7000.0
178000,50000.0,Samsung,4,128,7000.0
130000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130000,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
103800,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130500,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
125200,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
125200,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
125000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
125000,50000.0,Samsung,4,128,7000.0
127000,50000.0,Samsung,4,128,7000.0
125500,50000.0,Samsung,4,128,7000.0
134500,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
134600,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130000,50000.0,Samsung,4,128,7000.0
130000,50000.0,Samsung,4,128,7000.0
131700,50000.0,Samsung,4,128,7000.0
125000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
131700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
129500,50000.0,Samsung,4,128,7000.0
125000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
125000,50000.0,Samsung,4,128,7000.0
124000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
103000,50000.0,Samsung,4,128,7000.0
130000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
131700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
135000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
138700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
135000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
129500,50000.0,Samsung,4,128,7000.0
138700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
125000,50000.0,Samsung,4,128,7000.0
125000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
129500,50000.0,Samsung,4,128,7000.0
130000,50000.0,Samsung,4,128,7000.0
123000,50000.0,Samsung,4,128,7000.0
123000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
127000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
108900,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
125000,50000.0,Samsung,4,128,7000.0
125000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
118000,50000.0,Samsung,4,128,7000.0
134600,50000.0,Samsung,4,128,7000.0
133300,50000.0,Samsung,4,128,7000.0
133300,50000.0,Samsung,4,128,7000.0
133300,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
133300,50000.0,Samsung,4,128,7000.0
125000,50000.0,Samsung,4,128,7000.0
134600,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
134600,50000.0,Samsung,4,128,7000.0
120000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
133300,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
119000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
108900,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
120000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130000,50000.0,Samsung,4,128,7000.0
123000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
120000,50000.0,Samsung,4,128,7000.0
108900,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
180700,50000.0,Samsung,4,128,7000.0
123000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
124400,50000.0,Samsung,4,128,7000.0
124400,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
134600,50000.0,Samsung,4,128,7000.0
123000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
130700,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
129000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
129000,50000.0,Samsung,4,128,7000.0
115000,50000.0,Samsung,4,128,7000.0
129000,50000.0,Samsung,4,128,7000.0
108900,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
129000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
124400,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
118000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
124400,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
114000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
118000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
119000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
125700,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
116000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
130000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
121000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
120000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
123000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
116000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
117000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
117000,50000.0,Samsung,4,128,7000.0
119000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
124000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
122000,50000.0,Samsung,4,128,7000.0
